,Filename,NumAtoms,crest-hour,crest-min,crest-second,Hours,Minutes,Seconds,Time
0,LORLNLFSVBOEEU-UHFFFAOYSA-N,30,1,20,49,0,0,11.465,11.465
1,LTAXYSYUUJZLKX-JOCHJYFZSA-N,45,1,1,32,0,0,21.169,21.169
2,LCWFIBYPSAWVLI-UHFFFAOYSA-O,23,0,11,45,0,0,2.822,2.822
3,LWHSTSWYXATJQL-UHFFFAOYSA-N,50,1,41,44,0,0,26.244,26.244
4,LLTBRXLPRNJQMH-CUGCHRRJSA-N,58,1,42,58,0,0,40.361,40.361
5,LKXOWYHVOFFRHD-UHFFFAOYSA-N,30,0,53,50,0,0,9.992,9.992
6,LHJYSCZOPGTBDB-KCJUWKMLSA-N,33,0,21,13,0,0,9.086,9.086
7,LNFVPNFLZZTZHD-AWEZNQCLSA-O,31,0,37,43,0,0,7.917999999999999,7.917999999999999
8,LPIZJOKWQHQMLG-DEOSSOPVSA-N,54,0,45,50,0,0,30.648000000000003,30.648000000000003
9,LOECQIDYJHWNDH-CXUHLZMHSA-N,30,0,47,47,0,0,8.287,8.287
10,LVVRLCUKGWLKTB-ULKXIOHRSA-N,48,1,49,37,0,0,29.473000000000003,29.473000000000003
11,LGARJLPXPOJKTJ-HXUWFJFHSA-N,46,1,58,21,0,0,28.378,28.378
12,LAMSWEIWXVOHBU-NTUHNPAUSA-N,28,0,8,36,0,0,6.2,6.2
13,LCLYIYSHXCTJAR-YCHSVXFSSA-N,65,3,27,4,0,1,8.261000000000001,68.26100000000001
14,LTYFNOUKYWRNAG-UHFFFAOYSA-N,49,3,26,12,0,0,32.266999999999996,32.266999999999996
15,LTUDZNNPTYRHPN-VXGBXAGGSA-O,49,3,32,7,0,0,24.392,24.392
16,LEXQVMVFMDFMGZ-STSRJJECSA-N,47,0,41,7,0,0,23.998,23.998
17,LHCXPILOHPAXIN-UHFFFAOYSA-N,18,0,22,1,0,0,3.072,3.072
18,LDNWNCCWHLPTME-FDYHWXHSSA-N,37,0,38,51,0,0,10.614,10.614
19,LVRTXZOTRDCFHT-UHFFFAOYSA-N,41,1,33,23,0,0,15.825,15.825
20,LECSBFGVOGTXGI-UHFFFAOYSA-N,57,5,0,10,0,0,38.781,38.781
21,LHPJANNUQBDRNT-WQLSENKSSA-N,22,0,9,22,0,0,3.045,3.045
22,LXWDDSFOCLWNLP-KKXDTOCCSA-N,44,1,18,39,0,0,19.012999999999998,19.012999999999998
23,LYXOWKPVTCPORE-UHFFFAOYSA-N,34,0,26,15,0,0,9.746,9.746
24,LCPLMOFBXSTXFV-UHFFFAOYSA-N,33,0,23,26,0,0,8.822000000000001,8.822000000000001
25,LUNNPICGDARTPX-UHFFFAOYSA-N,33,0,26,11,0,0,9.85,9.85
26,LVBPKPGPSJMFAT-JTSKRJEESA-N,38,1,22,31,0,0,14.74,14.74
27,LBCIMHAWIRLWHX-UHFFFAOYSA-N,16,0,6,45,0,0,1.642,1.642
28,LJUVUOSWARAIBZ-UHFFFAOYSA-N,31,0,20,21,0,0,8.089,8.089
29,LCZYQUDDKHACKN-MDZRGWNJSA-N,42,2,39,29,0,0,21.613000000000003,21.613000000000003
30,LVNORZPUCYJFQG-UHFFFAOYSA-N,38,1,1,20,0,0,11.175,11.175
31,LCCTWHZBSGQHQU-UHFFFAOYSA-N,45,1,15,2,0,0,19.733,19.733
32,LKDRXBCSQODPBY-KVTDHHQDSA-N,24,0,11,51,0,0,3.31,3.31
33,LWGVYBDRVKIXJW-UHFFFAOYSA-N,25,0,15,42,0,0,6.1,6.1
34,LGCLKSHTUMGKBN-UHFFFAOYSA-N,35,0,49,48,0,0,18.4,18.4
35,LOUPRKONTZGTKE-VPCNSNALSA-O,49,1,14,23,0,0,23.478,23.478
36,LJKPEPJBLNQBBK-UHFFFAOYSA-N,35,0,43,31,0,0,9.7,9.7
37,LKKDASYGWYYFIK-CTHBEMJXSA-N,45,0,30,33,0,0,14.761,14.761
38,LLQBIETUJJELGB-UHFFFAOYSA-N,43,1,10,28,0,0,18.205,18.205
39,LRWIIEJPCFNNCZ-UHFFFAOYSA-N,26,2,17,20,0,0,7.567,7.567
40,LHWMTQZYXFPTFZ-UHFFFAOYSA-N,46,2,53,38,0,0,24.197,24.197
41,LGYDGTUQKFLIFN-IAQYHMDHSA-N,39,0,53,52,0,0,14.54,14.54
42,LRHXCNQEMNDHKY-JCMHNJIXSA-N,41,1,9,26,0,0,19.774,19.774
43,LVRLIPCVDFTUST-CQSZACIVSA-N,36,0,45,11,0,0,11.702,11.702
44,LZRXAUGFBFQQQR-UHFFFAOYSA-N,17,0,5,0,0,0,0.831,0.831
45,LQNIEGYPXQAYLW-LHEWISCISA-N,74,6,17,48,0,1,25.385,85.385
46,LARSUNAAXQAPDG-UHFFFAOYSA-N,26,0,11,31,0,0,4.989,4.989
47,LZSUNRGSCUQEPN-BGYRXZFFSA-N,60,4,43,23,0,0,44.008,44.008
48,LFURXFPTKABKCU-UHFFFAOYSA-N,37,0,36,32,0,0,13.071,13.071
49,LZLVPLIZGHFWJT-LJQANCHMSA-O,50,2,2,52,0,0,26.197,26.197
50,LMVRVKSHWONQAW-NQIIRXRSSA-N,53,2,54,27,0,0,28.354,28.354
51,LHDLPTXPVWISOD-UHFFFAOYSA-N,36,0,19,36,0,0,11.67,11.67
52,LUOUXBAFXIUKCB-UHFFFAOYSA-N,41,1,21,8,0,0,12.167,12.167
53,LHNLNVLXZFGJQW-UHFFFAOYSA-N,35,0,33,36,0,0,9.894,9.894
54,LXDJZIRZLUWTOO-UHFFFAOYSA-N,41,0,52,18,0,0,19.223,19.223
55,LZMRRYRIKGREQH-SECBINFHSA-N,22,0,9,37,0,0,3.088,3.088
56,LYXUARSSFQVOCS-UHFFFAOYSA-N,30,0,21,10,0,0,7.765,7.765
57,LXGORSHJXBOYGL-MSUUIHNZSA-N,35,0,49,38,0,0,9.853,9.853
58,LOBPWBDOZSRNTJ-UHFFFAOYSA-N,37,0,59,54,0,0,12.415999999999999,12.415999999999999
59,LVRVPPYHIKXNNS-ZIAGYGMSSA-N,34,2,8,26,0,0,17.469,17.469
60,LTFWYIIOXUJVQT-UHFFFAOYSA-N,40,1,10,35,0,0,15.252,15.252
61,LDBYSJXCEATVEL-TZIWHRDSSA-N,47,2,17,35,0,0,25.544,25.544
62,LRLGRJYPPWFXLE-JOCHJYFZSA-N,61,3,54,51,0,0,47.716,47.716
63,LACSQGNBLMDNPP-MIZPHKNDSA-N,44,1,39,34,0,0,22.925,22.925
64,LNTBFWIVEQIFKT-LJQANCHMSA-N,38,0,32,52,0,0,16.845,16.845
65,LUMWCRMSIPFQMZ-BETUJISGSA-N,33,0,30,58,0,0,7.611000000000001,7.611000000000001
66,LGCNACYQROYLHL-UHFFFAOYSA-N,23,0,10,17,0,0,3.575,3.575
67,LASKXOBQMPBSAV-UHFFFAOYSA-N,33,0,29,39,0,0,10.033999999999999,10.033999999999999
68,LJWAWQACBBVRCA-WWNPGLIZSA-N,60,7,14,31,0,0,54.825,54.825
69,LANQSLKPKOWKSF-UHFFFAOYSA-O,12,0,1,39,0,0,0.78,0.78
70,LVOASPZGXNAHJI-UHFFFAOYSA-N,21,0,7,3,0,0,2.583,2.583
71,LCTOHXUIVJEHSV-UHFFFAOYSA-N,31,0,21,47,0,0,7.8260000000000005,7.8260000000000005
72,LNTHITQWFMADLM-UHFFFAOYSA-N,18,0,7,10,0,0,1.999,1.999
73,LQTOLSLDHNCBHO-UHFFFAOYSA-N,24,0,12,13,0,0,4.842,4.842
74,LKPKDKDBZLBUIC-NDEPHWFRSA-O,50,8,33,27,0,0,33.194,33.194
75,LALDHSPIXHJCOC-UHFFFAOYSA-N,130,13,56,15,0,8,3.5860000000000003,483.586
76,LKXUZLSVURTETC-UHFFFAOYSA-N,21,0,9,46,0,0,2.778,2.778
77,LAUFPZPAKULAGB-UHFFFAOYSA-N,28,0,13,16,0,0,4.81,4.81
78,LVXWQPPNTWYXRU-BMANGOCTSA-N,42,1,30,53,0,0,18.167,18.167
79,LFAVCRVFTMBQAQ-UHFFFAOYSA-N,48,0,33,31,0,0,28.491999999999997,28.491999999999997
80,LTOHTEORFZHKKM-UHFFFAOYSA-N,57,3,7,26,0,0,50.273,50.273
81,LQCOSYVWEKWUGU-PWUYWRBVSA-N,67,3,52,30,0,1,5.417999999999999,65.418
82,LITLMLFVCYZUOW-UHFFFAOYSA-N,40,0,33,2,0,0,21.212,21.212
83,LVLSNVBMDRPGMO-VMPITWQZSA-N,44,1,33,38,0,0,19.098,19.098
84,LHERVNXBHUCWPM-XOSAIJSUSA-N,51,2,48,33,0,0,28.622,28.622
85,LPQDIYVYUBFMRR-UHFFFAOYSA-N,41,2,0,2,0,0,16.337,16.337
86,LYLGQIOTMAQQEB-UHFFFAOYSA-N,21,0,8,26,0,0,2.9989999999999997,2.9989999999999997
87,LHNVKVKZPHUYQO-SRWWVFQWSA-N,52,0,36,6,0,0,26.26,26.26
88,LGPABHNZEUPYMF-UHFFFAOYSA-N,64,8,2,56,0,0,59.233999999999995,59.233999999999995
89,LHTMIAHKYXKYLB-WOJGMQOQSA-N,41,1,15,53,0,0,20.557,20.557
90,LYWBQKLUXWGXCO-LFRIKBAGSA-N,40,1,7,26,0,0,13.536,13.536
91,LMFITWLFPUKOJT-UHFFFAOYSA-N,28,0,35,24,0,0,6.5089999999999995,6.5089999999999995
92,LMWBOPXESHOPLK-HDHNGLDHSA-N,25,0,11,27,0,0,3.864,3.864
93,LRPUZJLRGKBDFF-UHFFFAOYSA-N,33,0,30,38,0,0,10.842,10.842
94,LARJOSXYDPHJBQ-JOCHJYFZSA-N,54,1,45,44,0,0,41.126999999999995,41.126999999999995
95,LOUVRZKNVMQNJP-UHFFFAOYSA-N,39,0,25,16,0,0,15.642000000000001,15.642000000000001
96,LOTKZCLLEZMNRM-UHFFFAOYSA-N,40,2,8,14,0,0,16.996,16.996
97,LDDMIKWUQPKTHE-HSALFYBXSA-N,48,1,35,32,0,0,26.119,26.119
98,LXRGEFIVLOHFRO-UHFFFAOYSA-N,43,0,59,54,0,0,16.495,16.495
99,LFPYFMOMCNZMEK-UHFFFAOYSA-N,52,0,58,21,0,0,33.614000000000004,33.614000000000004
100,LPNDYDZVPRFXIJ-MCGXXNDWSA-N,53,1,16,59,0,0,31.604,31.604
101,LBOXFXRLBDQDTA-UHFFFAOYSA-N,23,0,13,50,0,0,4.876,4.876
102,LCTAHPLEMDIDLD-NTEUORMPSA-N,46,3,54,13,0,0,28.42,28.42
103,LGSDAQFKYOPSKV-RBBKRZOGSA-N,46,2,34,1,0,0,23.509,23.509
104,LQSYDPLOHQBHKX-WERVVEIQSA-N,47,1,40,27,0,0,24.593000000000004,24.593000000000004
105,LPOMGRAHEAXCGY-LSDHHAIUSA-N,37,3,29,8,0,0,10.232000000000001,10.232000000000001
106,LNCAFWKXQYNUFX-UHFFFAOYSA-N,25,0,14,59,0,0,3.022,3.022
107,LVGOSRSGAWSLMB-UHFFFAOYSA-N,35,1,10,8,0,0,12.110999999999999,12.110999999999999
108,LNQRIFRPGACUDF-QURGRASLSA-N,48,1,39,50,0,0,23.548000000000002,23.548000000000002
109,LKDRXBCSQODPBY-VANKVMQKSA-N,24,0,10,27,0,0,3.2960000000000003,3.2960000000000003
110,LIQCMGOJWCIWPS-UHFFFAOYSA-N,36,0,26,38,0,0,13.591,13.591
111,LTOWYDKNFDNQTL-HOTGVXAUSA-N,31,0,21,38,0,0,9.78,9.78
112,LYHTWFRXTADZCF-RBUKOAKNSA-N,56,8,3,49,0,0,48.18600000000001,48.18600000000001
113,LAYQIYUFQHALFT-UHFFFAOYSA-N,46,1,32,37,0,0,21.283,21.283
114,LXKPUKFZOVKKOZ-RQZCQDPDSA-N,35,0,44,24,0,0,12.719000000000001,12.719000000000001
115,LQJFYYKUMWJLNR-ONGXEEELSA-N,31,0,34,6,0,0,6.704,6.704
116,LOCVFDBBZXICKW-QRQLOZEOSA-N,45,0,31,41,0,0,19.862000000000002,19.862000000000002
117,LDKSMBHLYBJOPB-PBHICJAKSA-N,48,2,29,16,0,0,28.851999999999997,28.851999999999997
118,LTNINXFFTJNFRM-UZLBHIALSA-N,55,2,51,59,0,0,33.757,33.757
119,LARLIMHIHLYXAO-UHFFFAOYSA-N,27,0,12,34,0,0,5.893,5.893
120,LDIYVRCYFKVYBI-UHFFFAOYSA-O,22,0,11,35,0,0,3.63,3.63
121,LWNVDQWISUFZSM-UHFFFAOYSA-N,35,0,38,37,0,0,14.380999999999998,14.380999999999998
122,LRXDMMZVCPBMOH-STDGDXHASA-N,31,0,21,6,0,0,7.808,7.808
123,LBKWPWLDPFVVPG-UHFFFAOYSA-N,35,0,21,4,0,0,11.585999999999999,11.585999999999999
124,LPOSGGQKEOYQRP-MDFNNVMKSA-N,43,2,47,54,0,0,19.311,19.311
125,LUEXNLDVPSVDKD-JQIJEIRASA-N,30,0,15,31,0,0,7.119,7.119
126,LGBQFBRYXVKMIK-UVBSCNOISA-N,44,1,50,45,0,0,19.053,19.053
127,LEZHKYSWMSKPKW-BQYQJAHWSA-N,25,0,21,10,0,0,4.159,4.159
128,LZHKSNDRKJONGE-UHFFFAOYSA-N,50,2,27,11,0,0,27.291999999999998,27.291999999999998
129,LZZDOCWODXBGJY-UHFFFAOYSA-P,42,0,53,40,0,0,16.774,16.774
130,LWCGAKYKHGYZIU-UHFFFAOYSA-O,39,1,31,9,0,0,14.947000000000001,14.947000000000001
131,LQCWBTMGJPNCRT-QGMBQPNBSA-N,36,0,49,44,0,0,11.880999999999998,11.880999999999998
132,LRZHELCTIWYJMF-UYVMBCPWSA-N,66,3,6,31,0,1,4.79,64.79
133,LZQNZVQURMSKOH-UHFFFAOYSA-N,27,0,18,14,0,0,6.754,6.754
134,LNFIEQCIQNJWIE-UHFFFAOYSA-N,46,1,10,49,0,0,32.451,32.451
135,LMKJFWPTZUOVJP-GAIPPQHRSA-N,35,0,21,31,0,0,9.169,9.169
136,LSUXOKVMORWDLT-KEXKRWMXSA-N,57,1,27,42,0,0,35.968,35.968
137,LGXHJCVPRWUIKD-JWGURIENSA-N,42,1,5,34,0,0,17.819000000000003,17.819000000000003
138,LGENQNOBXVNFBS-UHFFFAOYSA-N,40,1,12,22,0,0,17.919,17.919
139,LAEQAYSBCCANOD-UHFFFAOYSA-N,20,0,6,36,0,0,2.346,2.346
140,LANSUNWWSUCCJT-UHFFFAOYSA-N,28,0,9,4,0,0,6.354,6.354
141,LOFTZDZXIPYWDQ-CNHKJKLMSA-N,25,0,28,37,0,0,5.169,5.169
142,LDLBHAKUMMFOQP-MDWZMJQESA-N,30,0,29,55,0,0,6.386,6.386
143,LQFVBHNNTFAAEK-FSSWDIPSSA-N,48,0,52,6,0,0,29.34,29.34
144,LBUNNMJLXWQQBY-UHFFFAOYSA-N,16,0,4,51,0,0,1.339,1.339
145,LYFRAVWPUIOVOX-UHFFFAOYSA-N,58,1,48,24,0,0,43.563,43.563
146,LETKMSKRIOBXHA-LLVKDONJSA-N,27,0,18,32,0,0,8.241,8.241
147,LKNRZRUGYIJCLQ-UHFFFAOYSA-N,51,2,21,4,0,0,33.586999999999996,33.586999999999996
148,LHDBTKPPSNXVPJ-MHVRJUBBSA-N,39,0,31,17,0,0,18.419,18.419
149,LNOBDDMPOQKMAN-UHFFFAOYSA-N,29,0,29,37,0,0,6.922000000000001,6.922000000000001
150,LMNOMWNLNXCKPI-HNNXBMFYSA-N,40,1,0,25,0,0,16.625999999999998,16.625999999999998
151,LIFYTSVVGAMDSM-QAPCUYQASA-N,53,11,18,32,0,0,26.555999999999997,26.555999999999997
152,LFKDJXLFVYVEFG-UHFFFAOYSA-N,19,0,5,47,0,0,1.453,1.453
153,LUKMHVVZLLDQGM-UHFFFAOYSA-N,38,0,31,52,0,0,15.939,15.939
154,LJSHGNALHZTWHB-JTQLQIEISA-N,33,0,51,18,0,0,8.419,8.419
155,LQFVBHNNTFAAEK-FDFHNCONSA-N,48,0,53,52,0,0,29.381,29.381
156,LARFVYWNEKSDGF-UHFFFAOYSA-N,35,0,16,49,0,0,10.585,10.585
157,LSMSWMATNWABID-PDGQHHTCSA-N,36,0,24,10,0,0,14.442,14.442
158,LBPUEIZNBMJNSZ-UHFFFAOYSA-N,21,0,6,49,0,0,2.5340000000000003,2.5340000000000003
159,LAMQDUQMSZRAPD-UHFFFAOYSA-N,57,0,57,47,0,0,38.919000000000004,38.919000000000004
160,LOBMIHQDSUKJCV-XQFUHLNNSA-N,70,6,29,9,0,1,18.833,78.833
161,LTRKLWGHLHJIJE-UHFFFAOYSA-N,51,2,35,53,0,0,30.944000000000003,30.944000000000003
162,LSUAVDVQEIXGJJ-OICUOVSFSA-N,38,1,34,17,0,0,15.763,15.763
163,LFXNSEDBSIKYAU-UHFFFAOYSA-N,21,0,7,32,0,0,2.609,2.609
164,LLECGNZOODXJLY-UHFFFAOYSA-N,21,0,8,52,0,0,3.082,3.082
165,LYQCUKYZFNQYEG-UHFFFAOYSA-N,27,0,23,26,0,0,6.968999999999999,6.968999999999999
166,LAKRQVQAERSDJH-UHFFFAOYSA-N,14,0,3,58,0,0,1.386,1.386
167,LOFYJOXLPLJZBH-INIZCTEOSA-N,37,1,31,34,0,0,13.970999999999998,13.970999999999998
168,LZKHKWGSBMGRII-GHXNOFRVSA-N,31,0,31,42,0,0,9.674,9.674
169,LSVZLHKGSVOHOL-UHFFFAOYSA-N,28,0,25,22,0,0,7.6739999999999995,7.6739999999999995
170,LXDKNWCCRAELCF-UHFFFAOYSA-N,37,0,25,26,0,0,15.742,15.742
171,LDEHLNYHOLHGMX-UHFFFAOYSA-N,26,0,15,53,0,0,7.676,7.676
172,LAPRPYWHRSEAIG-UHFFFAOYSA-N,36,1,4,38,0,0,7.916,7.916
173,LJPQIKDPFBLLAL-HSZRJFAPSA-N,46,1,7,24,0,0,23.752,23.752
174,LNNVZIPUGCOORC-GUJRHDIASA-N,40,2,5,18,0,0,14.524000000000001,14.524000000000001
175,LLRZUDIHEZXFGV-UHFFFAOYSA-N,28,0,16,56,0,0,5.489,5.489
176,LZQKIVSKVKKFIV-XIGAKLBESA-N,83,11,23,40,0,1,45.28,105.28
177,LBBQTLWFJBQBIT-UHFFFAOYSA-M,53,3,23,54,0,0,33.078,33.078
178,LGBUSKFDZSNYKO-FULAYSDLSA-N,61,2,30,14,0,0,39.726,39.726
179,LMFJKKGDLAICPF-UHFFFAOYSA-N,27,0,12,38,0,0,5.8020000000000005,5.8020000000000005
180,LOCNPUIQQOZTAR-DTQAZKPQSA-N,44,10,30,24,0,0,15.234000000000002,15.234000000000002
181,LEBVLXFERQHONN-MRXNPFEDSA-O,50,3,22,27,0,0,21.22,21.22
182,LACOURIDOWOXEO-FQEVSTJZSA-N,51,3,1,56,0,0,32.499,32.499
183,LTYQZTOOAOTSCK-LWBOZTLESA-N,104,10,23,47,0,4,2.106,242.106
184,LIFSNAOVPPVTRI-OAHLLOKOSA-N,41,1,15,11,0,0,17.479,17.479
185,LMSJQSKYDJUIGD-UVTDQMKNSA-N,34,0,17,18,0,0,8.543,8.543
186,LWGJGEOWGQJVAK-UHFFFAOYSA-N,34,0,45,19,0,0,14.369000000000002,14.369000000000002
187,LEBVLXFERQHONN-INIZCTEOSA-O,50,2,54,8,0,0,21.563000000000002,21.563000000000002
188,LGDSKIPREACBSP-JTQLQIEISA-N,36,0,21,50,0,0,10.772,10.772
189,LFSDCCWAWLUQPR-GBESFXJTSA-N,47,1,18,24,0,0,24.819000000000003,24.819000000000003
190,LELRMWOMAWIVPW-ULXLPNHUSA-N,42,0,26,23,0,0,13.557,13.557
191,LLZVWCONTBOUME-UHFFFAOYSA-N,34,1,9,0,0,0,11.341,11.341
192,LIKXJDINUMWKQA-UHFFFAOYSA-P,34,0,57,26,0,0,7.115,7.115
193,LJYBWHMZSGOWTQ-UHFFFAOYSA-N,37,0,43,13,0,0,13.421,13.421
194,LBJGSLIFCYRGRM-UHFFFAOYSA-N,38,0,42,0,0,0,14.695,14.695
195,LUHXTUQTLBVQIC-UHFFFAOYSA-N,36,0,41,14,0,0,12.759,12.759
196,LBKKWDZRPZHFNQ-ZETCQYMHSA-N,30,0,16,39,0,0,7.225,7.225
197,LQTPJTMJUFTGMC-UHFFFAOYSA-N,25,0,12,41,0,0,4.927,4.927
198,LGRDYUVKBDXQNK-CHWSQXEVSA-N,37,1,54,39,0,0,10.985,10.985
199,LPYQAUWURVEYQZ-UHFFFAOYSA-N,21,0,53,25,0,0,4.654,4.654
200,LXBIFEVIBLOUGU-JGWLITMVSA-O,25,0,21,43,0,0,3.2060000000000004,3.2060000000000004
201,LIJPDRVJATWQCK-UHFFFAOYSA-N,70,2,56,19,0,1,27.066999999999997,87.06700000000001
202,LHORILDJRNMWCV-UHFFFAOYSA-N,33,0,38,29,0,0,10.395999999999999,10.395999999999999
203,LNAASVOGZZQQKG-WOJBJXKFSA-N,47,2,2,42,0,0,27.075,27.075
204,LAWTYLHSQJUVQH-UHFFFAOYSA-N,53,3,8,2,0,0,35.077,35.077
205,LANHRCUPTIUSKW-UAZGVCSUSA-N,74,1,11,28,0,1,46.711999999999996,106.712
206,LKDRXBCSQODPBY-MOJAZDJTSA-N,24,0,11,34,0,0,3.2739999999999996,3.2739999999999996
207,LZGDVHYSKKUBBX-ISKFKSNPSA-N,58,2,56,14,0,0,39.833,39.833
208,LYRGGTGYTRMJSC-UHFFFAOYSA-N,39,0,36,1,0,0,12.017000000000001,12.017000000000001
209,LMQZLFCSIRZPEJ-WCBMZHEXSA-N,28,0,13,26,0,0,5.468,5.468
210,LMYLVVJAJGXYLI-UHFFFAOYSA-N,47,0,33,12,0,0,25.745,25.745
211,LQYZAPHNTGZMLO-IMJJTQAJSA-N,50,1,54,38,0,0,23.041999999999998,23.041999999999998
212,LKJPYSCBVHEWIU-QGZVFWFLSA-N,43,3,11,57,0,0,27.054000000000002,27.054000000000002
213,LZNHJWVQJSMZFS-UHFFFAOYSA-N,34,0,53,29,0,0,10.78,10.78
214,LCLRKSCNBYEARN-UHFFFAOYSA-O,53,1,23,5,0,0,33.065,33.065
215,LSPCBGGLEHSPGG-UHFFFAOYSA-N,35,0,43,43,0,0,11.909,11.909
216,LRNMMKZJOUJRNF-UHFFFAOYSA-N,24,0,18,55,0,0,7.702999999999999,7.702999999999999
217,LTEUXHSAYOSFGQ-UHFFFAOYSA-N,12,0,5,4,0,0,1.079,1.079
218,LALGWYSETRTALC-UHFFFAOYSA-N,38,1,13,46,0,0,13.190999999999999,13.190999999999999
219,LPHZFCCFQSZCQE-GOTSBHOMSA-N,46,0,40,14,0,0,22.208000000000002,22.208000000000002
220,LFUIWMGVUVXZGI-PXNSSMCTSA-N,52,1,22,2,0,0,31.151999999999997,31.151999999999997
221,LKVKXPPKXZLSSS-DLBZAZTESA-N,44,1,54,18,0,0,25.246,25.246
222,LWUBQVVMKRBRTK-UHFFFAOYSA-N,23,0,10,21,0,0,3.798,3.798
223,LLPBYBDZRVUUOO-UHFFFAOYSA-N,43,1,48,30,0,0,23.59,23.59
224,LZLNARHIRUKNFV-CQSZACIVSA-O,31,0,31,54,0,0,6.314,6.314
225,LAZNRSOOSRFIQC-BVOGOJNSSA-N,76,15,4,20,0,1,21.5,81.5
226,LAEMVIMZBPADBP-FASAQXTFSA-N,46,0,40,33,0,0,23.539,23.539
227,LBKIGSUUFJLYNX-UHFFFAOYSA-N,7,0,8,43,0,0,0.597,0.597
228,LVHVBUDHMBQPMI-MRVPVSSYSA-N,22,0,12,7,0,0,2.847,2.847
229,LGPSMTPJSIESRX-UHFFFAOYSA-N,89,6,11,18,0,2,32.793,152.793
230,LZKNZWAUNRFHND-UHFFFAOYSA-N,60,3,12,52,0,0,44.498000000000005,44.498000000000005
231,LMMSIDAQLWWMSU-UHFFFAOYSA-N,32,0,27,38,0,0,8.752,8.752
232,LNXCQLYWNWAIRB-FOCLMDBBSA-N,30,0,53,4,0,0,6.434,6.434
233,LFDOHSZOOQGGCE-GQJCYDQCSA-N,58,1,27,17,0,0,33.975,33.975
234,LPGNDRHLQFGQSQ-HXUWFJFHSA-N,45,1,51,10,0,0,25.04,25.04
235,LIQIBEBQJSGNOV-DOMZBBRYSA-N,36,0,44,26,0,0,11.03,11.03
236,LNMICZLTKVMAJW-NSOVKSMOSA-N,52,7,31,35,0,0,37.036,37.036
237,LUYTTWSROQYERV-LFFQVXKQSA-N,30,0,23,2,0,0,11.035,11.035
238,LUKYBWUVDNDYKT-OAHLLOKOSA-N,46,0,40,29,0,0,26.59,26.59
239,LTWKIOHTQQYNJJ-ZMOGYAJESA-N,56,6,45,16,0,0,46.426,46.426
240,LSOXDYZCTJVMRO-UHFFFAOYSA-N,48,1,53,3,0,0,34.152,34.152
241,LILSBUJKGOEAKR-UHFFFAOYSA-N,26,0,17,10,0,0,4.71,4.71
242,LAUIJZZBSCQIGT-RZDXDWDHSA-M,71,14,20,45,0,2,11.395,131.395
243,LLBKNLNIAMJYIS-UHFFFAOYSA-N,40,1,32,5,0,0,17.839000000000002,17.839000000000002
244,LTXCIFYJYAWNRA-AWEZNQCLSA-N,32,0,25,34,0,0,9.484,9.484
245,LIQYNXDOXZDUNE-BBRMVZONSA-N,40,0,32,19,0,0,15.923,15.923
246,LOGSOIJACVXUJH-UHFFFAOYSA-N,47,1,41,45,0,0,21.724,21.724
247,LHOCPQBHXUSJRH-LBPRGKRZSA-N,35,0,51,18,0,0,11.469000000000001,11.469000000000001
248,LINBYNBJGLKAGM-UHFFFAOYSA-N,29,0,21,24,0,0,6.997999999999999,6.997999999999999
249,LRUWXGMOCQJYBO-SAPNQHFASA-N,45,0,58,14,0,0,19.87,19.87
250,LCIYRRXUGYFNSI-UHFFFAOYSA-N,43,1,51,15,0,0,20.057000000000002,20.057000000000002
251,LTTHKDIHUGJTJW-UHFFFAOYSA-N,31,0,22,52,0,0,6.914,6.914
252,LACICWGJTGZMLF-YTUWGBMXSA-N,45,0,24,18,0,0,18.758,18.758
253,LXJLMDHHUXKUJA-UHFFFAOYSA-N,33,0,39,14,0,0,9.72,9.72
254,LUCMVMUENDNPEE-OXQOHEQNSA-N,46,1,8,32,0,0,22.25,22.25
255,LDDGWLBKNZUACT-DQSJHHFOSA-N,56,1,48,4,0,0,38.461999999999996,38.461999999999996
256,LXEYOTKVOBHCJA-CYBMUJFWSA-N,43,1,37,14,0,0,26.416,26.416
257,LZOKEMDVMNQNSU-UHFFFAOYSA-N,48,1,21,56,0,0,31.241,31.241
258,LBKJPPYCDSYSAC-UHFFFAOYSA-N,36,1,2,2,0,0,12.542,12.542
259,LGUIXSUGAXDROA-OCEACIFDSA-N,48,2,35,6,0,0,27.875999999999998,27.875999999999998
260,LZUXOYGJOWQHBJ-SECBINFHSA-P,17,0,10,38,0,0,3.484,3.484
261,LXMUWTIFOAAGTI-UHFFFAOYSA-N,26,0,18,21,0,0,5.825,5.825
262,LMYRWZFENFIFIT-UHFFFAOYSA-N,20,0,8,15,0,0,2.523,2.523
263,LHRBRQYRWUBTSP-VXPUYCOJSA-N,41,1,31,13,0,0,23.581,23.581
264,LJHZIXNKPAOVIS-KPZWWZAWSA-N,39,0,40,28,0,0,16.114,16.114
265,LIBKJCZUBOETPB-NEPJUHHUSA-N,47,2,35,17,0,0,22.791,22.791
266,LINRRAQAEZFXGV-UHFFFAOYSA-N,47,2,13,58,0,0,23.715999999999998,23.715999999999998
267,LBWDXFLTCORELZ-VIFPVBQESA-N,22,0,10,46,0,0,2.904,2.904
268,LDVZOJHWAKCCIY-JKSUJKDBSA-N,32,0,39,39,0,0,8.142000000000001,8.142000000000001
269,LULYAHTYNCOHJA-UHFFFAOYSA-N,43,0,31,31,0,0,18.775,18.775
