# Alexandria ID,Compound,Formula,Charge,Multiplicity,CAS no.,ChemSpider ID,PubChem ID,StdInChI,InChIkey,DeltaHExp.,DeltaHError,DeltaHRef,DeltaHG4,S0Exp,S0Error,S0Ref,S0G4,Rotatable Bonds,Filename
102,1-chloro-3-nitrobenzene,C6H4ClNO2,0,1,121-73-3,21106013,8489,InChI=1S/C6H4ClNO2/c7-5-2-1-3-6(4-5)8(9)10/h1-4H,KMAQZIILEGKYQZ-UHFFFAOYSA-N,37.2,0,22,28.99,373,0,22,377.86,0,1-chloro-3-nitrobenzene
103,1-chloro-4-nitrobenzene,C6H4ClNO2,0,1,100-00-5,21106020,7474,InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,CZGCEKJOLUNIFY-UHFFFAOYSA-N,37.2,0,22,27.1,367,0,22,377.54,0,1-chloro-4-nitrobenzene
104,1-chlorobutane,C4H9Cl,0,1,109-69-3,7714,8005,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",VFWCMGCRMGJXDK-UHFFFAOYSA-N,-154.63,0,22,-152.73,355.2,0,22,339.21,2,1-chlorobutane
105,1-chloronaphthalene,C10H7Cl,0,1,90-13-1,6737,7003,InChI=1S/C10H7Cl/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,JTPNRXUCIXHOKM-UHFFFAOYSA-N,119.8,0,22,111.1,375,0,22,372.33,0,1-chloronaphthalene
106,1-chlorooctane,C8H17Cl,0,1,111-85-3,7850,8142,"InChI=1S/C8H17Cl/c1-2-3-4-5-6-7-8-9/h2-8H2,1H3",CNDHHGUSRIZDSL-UHFFFAOYSA-N,-237.78,0,38,-238.43,455.46,0,38,466.89,6,1-chlorooctane
107,1-chloropentane,C5H11Cl,0,1,543-59-9,10512,10977,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",SQCZQTSHSZLZIQ-UHFFFAOYSA-N,-175,0,22,-174.24,397,0,22,371.24,3,1-chloropentane
108,1-chloropropane,C3H7Cl,0,1,540-54-5,10437,10899,"InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3",SNMVRZFUUCLYTO-UHFFFAOYSA-N,-133.2,0,22,-131.66,315.5,0,22,307.23,1,1-chloropropane-trans
109,1-dimetoxyethylene-3-methyl-imidazolium,C9H17N2O2+,1,1,,,,"InChI=1S/C9H17N2O2/c1-10-3-4-11(9-10)5-6-13-8-7-12-2/h3-4,9H,5-8H2,1-2H3/q+1",,,,,338.23,,,,535.88,6,1-dimetoxyethylene-3-methyl-imidazolium
112,1-fluoro-4-nitrobenzene,C6H4FNO2,0,1,350-46-9,13856885,9590,InChI=1S/C6H4FNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,WFQDTOYDVUWQMS-UHFFFAOYSA-N,,,,-136.38,,,,365.57,0,1-fluoro-4-nitrobenzene
113,1-fluorocyclohexene,C6H9F,0,1,694-51-9,9357664,11182579,"InChI=1S/C6H9F/c7-6-4-2-1-3-5-6/h4H,1-3,5H2",JHJLETSOSKVZGF-UHFFFAOYSA-N,,,,-208.5,,,,327.81,0,1-fluorocyclohexene
114,1-fluoropropane,C3H7F,0,1,460-13-9,9604,9998,"InChI=1S/C3H7F/c1-2-3-4/h2-3H2,1H3",JRHNUZCXXOTJCA-UHFFFAOYSA-N,-283.8,0,38,-291.92,304.32,0,38,294.67,1,1-fluoropropane-gauche
115,"1H-1,2,4-triazole",C2H3N3,0,1,116421-29-5,8900,9257,"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)",NSPMIYGKQJPBQR-UHFFFAOYSA-N,,,,190.15,,,,269.81,0,1H-124-triazole
116,hex-1-yne,C6H10,0,1,693-02-7,12209,12732,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",CGHIBGNXEGJPQZ-UHFFFAOYSA-N,123.7,0,38,123.77,369.21,0,38,353.07,2,1-hexyne
117,1H-tetrazole,CH2N4,0,1,,,,,,,,,330.62,,,,268.59,0,1H-tetrazole
118,2H-tetrazole,CH2N4,0,1,288-94-8,60842,67519,"InChI=1S/CH2N4/c1-2-4-5-3-1/h1H,(H,2,3,4,5)",KJUGUADJHNHALS-UHFFFAOYSA-N,,,,322.82,,,,267.85,0,2H-tetrazole
122,1-methylimidazole,C4H6N2,0,1,616-47-7,1348,1390,"InChI=1S/C4H6N2/c1-6-3-2-5-4-6/h2-4H,1H3",MCTWTZJPVLRJOU-UHFFFAOYSA-N,,,,122.05,,,,310.92,0,1-methylimidazole
123,1-methylpyridin-1-ium,C6H8N+,1,1,694-56-4,13008,13597,"InChI=1S/C6H8N/c1-7-5-3-2-4-6-7/h2-6H,1H3/q+1",PQBAWAQIRZIWIV-UHFFFAOYSA-N,,,,714.42,,,,334.19,0,1-methylpyridinium
124,octan-1-ol,C8H18O,0,1,111-87-5,932,957,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,-357.3,0,22,-359.86,518.7,0,22,461.23,6,1-octanol
126,pent-1-en-3-yne,C5H6,0,1,646-05-9,120231,136461,"InChI=1S/C5H6/c1-3-5-4-2/h3H,1H2,2H3",FILUFGAZMJGNEN-UHFFFAOYSA-N,249,0,38,248.09,313.41,0,38,331.76,0,1-penten-3-yne
127,pent-1-ene,C5H10,0,1,109-67-1,7713,8004,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",YWAKXRMUMFPDSH-UHFFFAOYSA-N,-21.62,0,22,-19.51,346.2,0,22,325.1,2,1-pentene
128,pent-1-yne,C5H8,0,1,627-19-0,11806,12309,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3",IBXNCJKFFQIKKY-UHFFFAOYSA-N,144.4,0,38,144.93,330.12,0,38,321.05,1,1-pentyne-trans
129,propan-1-ol,C3H8O,0,1,71-23-8,1004,1031,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",BDERNNFJNOPAEC-UHFFFAOYSA-N,-254.6,0,22,-254.15,322.6,0,22,302.89,1,1-propanol-trans
130,1-methyl-3-propylimidazol-1-ium,C7H13N2+,1,1,216300-12-8,4414214,5245884,"InChI=1S/C7H13N2/c1-3-4-9-6-5-8(2)7-9/h5-7H,3-4H2,1-2H3/q+1",WVDDUSFOSWWJJH-UHFFFAOYSA-N,,,,604.19,,,,410.79,2,1-propyl-3-methylimidazolium
131,"2,2-dimethylpropanal",C5H10O,0,1,630-19-3,11910,12417,"InChI=1S/C5H10O/c1-5(2,3)4-6/h4H,1-3H3",FJJYHTVHBVXEEQ-UHFFFAOYSA-N,-249.6,0,38,-248.64,,,,349.03,1,22-dimethylpropanal
132,"2,2-dimethylpropanenitrile",C5H9N,0,1,630-18-2,11909,12416,"InChI=1S/C5H9N/c1-5(2,3)4-6/h1-3H3",JAMNHZBIQDNHMM-UHFFFAOYSA-N,-2.5,0,38,-6.16,331.21,0,38,339.36,0,22-dimethylpropanenitrile
133,"2,3-dihydro-1,4-dioxine",C4H6O2,0,1,543-75-9,120126,136353,"InChI=1S/C4H6O2/c1-2-6-4-3-5-1/h1-2H,3-4H2",HIZVCIIORGCREW-UHFFFAOYSA-N,,,,-214.72,,,,300.54,0,23-dihydro-14-dioxin
134,"2,3-dihydrofuran",C4H6O,0,1,1191-99-7,64096,70934,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1,3H,2,4H2",JKTCBAGSMQIFNL-UHFFFAOYSA-N,-72.25,0,22,-74.99,281.4,0,22,294.41,0,23-dihydrofuran
137,"cyclopenta-2,4-dien-1-one",C5H4O,0,1,13177-38-3,122931,139405,InChI=1S/C5H4O/c6-5-3-1-2-4-5/h1-4H,FQQOMPOPYZIROF-UHFFFAOYSA-N,,,,55.77,,,,294.87,0,24-cyclopentadien-1-one
138,"2,4-dichloro-1-methylbenzene",C7H6Cl2,0,1,95-73-8,21111905,7254,"InChI=1S/C7H6Cl2/c1-5-2-3-6(8)4-7(5)9/h2-4H,1H3",FUNUTBJJKQIVSY-UHFFFAOYSA-N,-13.6,0,22,-18.2,379,0,22,380.44,0,24-dichlorotoluene
139,"2,4-dimethylpentan-3-one",C7H14O,0,1,565-80-0,10797,11271,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3",HXVNBWAKAOHACI-UHFFFAOYSA-N,-311.4,0,22,-289.66,427,0,22,405.62,2,24-dimethyl-3-pentanone
140,"2,4-dimethylaniline",C8H11N,0,1,95-68-1,13869462,7250,"InChI=1S/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H3",CZZZABOKJQXEBO-UHFFFAOYSA-N,23.43,0,22,20.75,393.5,0,22,393.12,0,24-dimethylaniline
142,"2,5-dihydrofuran",C4H6O,0,1,1708-29-8,14813,15570,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1-2H,3-4H2",ARGCQEVBJHPOGB-UHFFFAOYSA-N,-108.78,0,22,-62.98,284.84,0,22,288.62,0,25-dihydrofuran
143,"2,5-dihydrothiophene",C4H6S,0,1,1708-32-3,120870,137168,"InChI=1S/C4H6S/c1-2-4-5-3-1/h1-2H,3-4H2",WURYWHAKEJHAOV-UHFFFAOYSA-N,87.03,1.26,24,82.34,297.1,0,19,300.87,0,25-dihydrothiophene
144,"bicyclo[2.2.1]hepta-2,5-diene",C7H8,0,1,121-46-0,8160,8473,"InChI=1S/C7H8/c1-2-7-4-3-6(1)5-7/h1-4,6-7H,5H2",SJYNFBVQFBRSIB-UHFFFAOYSA-N,,,,237.15,,,,298.74,0,25-norbornadiene
145,"2,5-dimethylphenol",C8H10O,0,1,95-87-4,13839128,7267,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3",NKTOLZVEWDHZMU-UHFFFAOYSA-N,-161.63,0,22,-160.34,395.76,0,22,391.43,0,25-xylenol
146,"2,6-dimethylaniline",C8H11N,0,1,87-62-7,6630,6896,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",UFFBMTHBGFGIHF-UHFFFAOYSA-N,25.4,0,38,16.57,,,,373.88,0,26-dimethylaniline
147,"2,6-dimethylphenol",C8H10O,0,1,576-26-1,13839174,11335,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",NXXYKOUNUYWIHA-UHFFFAOYSA-N,-161.75,0,22,-163.55,389.72,0,22,377.23,0,26-xylenol
148,2-aminoethanol,C2H7NO,0,1,141-43-5,13835336,700,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",HZAXFHJVJLSVMW-UHFFFAOYSA-N,-206.7,0,22,-195.86,320,0,22,300.07,1,2-aminoethanol
149,2-bromo-2-methylpropane,C4H9Br,0,1,507-19-7,10053,10485,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3",RKSOPLXZQNSWAS-UHFFFAOYSA-N,-133.8,0,38,-135.66,332.61,0,38,339,0,2-bromo-2-methylpropane
150,2-bromobutane,C4H9Br,0,1,78-76-2,6306,6554,"InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",UPSXAPQYNGXVBF-UHFFFAOYSA-N,-120.9,0,22,-120.43,361,0,22,344.91,1,2-bromobutane
151,2-bromopropane,C3H7Br,0,1,75-26-3,6118,6358,"InChI=1S/C3H7Br/c1-3(2)4/h3H,1-2H3",NAMYKGVDVNBCFQ-UHFFFAOYSA-N,-97.07,0,22,-97.59,316.02,0,22,314.69,0,2-bromopropane
152,2-bromoprop-1-ene,C3H5Br,0,1,557-93-7,10729,11202,"InChI=1S/C3H5Br/c1-3(2)4/h1H2,2H3",PHMRPWPDDRGGGF-UHFFFAOYSA-N,46,0,38,30.91,346.27,7,38,305.8,0,2-bromopropene
153,butan-2-one,C4H8O,0,1,78-93-3,6321,6569,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",ZWEHNKRNPOVVGH-UHFFFAOYSA-N,-239,0,22,-238.39,339.4,0,22,335.94,1,2-butanone
154,2-chloro-2-methylpropane,C4H9Cl,0,1,507-20-0,10054,10486,"InChI=1S/C4H9Cl/c1-4(2,3)5/h1-3H3",NBRKLOOSMBRFMH-UHFFFAOYSA-N,-184.77,0,22,-184.55,317.53,0,22,327.65,0,2-chloro-2-methylpropane
155,2-chloroaniline,C6H6ClN,0,1,95-51-2,13854248,7240,"InChI=1S/C6H6ClN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2",AKCRQHGQIJBRMN-UHFFFAOYSA-N,57.3,0,22,49.15,356,0,22,344,0,2-chloroaniline
157,2-chloroethanol,C2H5ClO,0,1,107-07-3,21106015,34,"InChI=1S/C2H5ClO/c3-1-2-4/h4H,1-2H2",SZIFAVKTNFCBPC-UHFFFAOYSA-N,-262,0,22,-256.86,321,0,22,305.68,1,2-chloroethanol
158,2-chloropropane,C3H7Cl,0,1,75-29-6,6121,6361,"InChI=1S/C3H7Cl/c1-3(2)4/h3H,1-2H3",ULYZAYCEDJDHCC-UHFFFAOYSA-N,-144.77,0,22,-145.78,305.94,0,22,303.1,0,2-chloropropane
159,2-chloroprop-1-ene,C3H5Cl,0,1,557-98-2,10730,11203,"InChI=1S/C3H5Cl/c1-3(2)4/h1H2,2H3",PNLQPWWBHXMFCA-UHFFFAOYSA-N,-21,0,22,-20.16,296.4,0,22,294.15,0,2-chloropropene
160,1-chloro-2-methylbenzene,C7H7Cl,0,1,95-49-8,13875281,7238,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",IBSQPLPBRSHTTG-UHFFFAOYSA-N,18.2,0,22,12.47,348,0,22,350.37,0,2-chlorotoluene
161,1-chloro-4-methylbenzene,C7H7Cl,0,1,106-43-4,13875160,7810,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,26.9,0,22,16.54,342,0,22,367.44,0,4-chlorotoluene
162,(2R)-2-ethylhexan-1-ol,C8H18O,0,1,104-76-7,5360145,6991979,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3/t8-/m1/s1",YIWUKEYIRIRTPP-MRVPVSSYSA-N,-365.3,0,22,-357.78,497,0,22,454.04,5,2-ethyl-1-hexanol
163,[(2S)-2-ethylhexyl] acetate,C10H20O2,0,1,103-09-3,7353,,"InChI=1S/C10H20O2/c1-4-6-7-10(5-2)8-12-9(3)11/h10H,4-8H2,1-3H3/t10-/m0/s1",,-570,0,22,-575.09,605,0,22,541.09,7,2-ethylhexyl-acetate
164,2-fluoropropane,C3H7F,0,1,420-26-8,9483,9867,"InChI=1S/C3H7F/c1-3(2)4/h3H,1-2H3",PRNZBCYBKGCOFI-UHFFFAOYSA-N,-293.5,0,38,-312.71,292.92,0,38,293.15,0,2-fluoropropane
165,1-fluoro-2-methylbenzene,C7H7F,0,1,95-52-3,13875158,7241,"InChI=1S/C7H7F/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",MMZYCBHLNZVROM-UHFFFAOYSA-N,-147.5,0,38,-148.61,339.02,0,38,342.85,0,2-fluorotoluene
166,(2R)-heptan-2-ol,C7H16O,0,1,6033-24-5,5360736,6992611,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3/t7-/m1/s1",CETWDUZRCINIHU-SSDOTTSWSA-N,-353,0,22,-358.01,466,0,22,424.66,4,2-heptanol
167,heptan-2-one,C7H14O,0,1,110-43-0,7760,8051,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",CATSNJVOTSVZJV-UHFFFAOYSA-N,-300.45,0,22,-301.62,448.6,0,22,432.72,4,2-heptanone
168,hexan-2-one,C6H12O,0,1,591-78-6,11095,11583,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",QQZOPKMRPOGIEB-UHFFFAOYSA-N,-279.83,0,22,-280.22,417.86,0,22,400.86,3,2-hexanone
171,2-isocyanopropane,C4H7N,0,1,598-45-8,132897,150783,"InChI=1S/C4H7N/c1-4(2)5-3/h4H,1-2H3",MJZUMMKYWBNKIP-UHFFFAOYSA-N,61,0,38,111.49,,,,315.7,0,2-isocyanopropane
172,"2-methylbuta-1,3-diene",C5H8,0,1,78-79-5,6309,6557,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",RRHGJUQNOFWUDK-UHFFFAOYSA-N,75.73,0,22,75.79,315.64,0,22,310.37,1,2-methyl-13-butadiene
173,2-methylbutan-1-ol,C5H12O,0,1,137-32-6,8398,8723,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",QPRQEDXDYOZYLA-UHFFFAOYSA-N,-302.09,0,22,-302.69,386.9,0,22,361.2,2,2-methyl-1-butanol
175,2-methylpropan-1-ol,C4H10O,0,1,68989-27-5,6312,6560,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,-283.2,0,22,-283.32,348,0,22,327.93,1,2-methyl-1-propanol
176,"(4S)-2-methylpentane-2,4-diol",C6H14O2,0,1,107-41-5,4450911,5288834,"InChI=1S/C6H14O2/c1-5(7)4-6(2,3)8/h5,7-8H,4H2,1-3H3/t5-/m0/s1",SVTBMSDMJJWYQN-YFKPBYRVSA-N,-534.8,0,22,-506.74,408.6,0,22,403.31,2,2-methyl-24-pentanediol
177,2-methylbutan-2-ol,C5H12O,0,1,75-85-4,6165,6405,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",MSXVEPNJUHWQHW-UHFFFAOYSA-N,-330.8,0,22,-331.14,362.8,0,22,354.77,1,2-methyl-2-butanol
178,2-methylpropane-2-thiol,C4H10S,0,1,75-66-1,6147,6387,"InChI=1S/C4H10S/c1-4(2,3)5/h5H,1-3H3",WMXCDAVJEZZYLT-UHFFFAOYSA-N,-109.3,0,22,-113.81,337.9,0,22,337.08,0,2-methyl-2-propanethiol
179,2-methylprop-2-enenitrile,C4H5N,0,1,126-98-7,29101,31368,"InChI=1S/C4H5N/c1-4(2)3-5/h1H2,2H3",GYCMBHHDWRMZGG-UHFFFAOYSA-N,,,,147.88,,,,304.86,0,2-methylprop-2-enenitrile
180,2-methylaniline,C7H9N,0,1,95-53-4,13854136,7242,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",RNVCVTLRINQCPJ-UHFFFAOYSA-N,53.2,0,22,51.47,355.8,0,22,345,0,2-methylaniline
181,2-methylfuran,C5H6O,0,1,534-22-5,10340,10797,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",VQKFNUFAXTZWDK-UHFFFAOYSA-N,-66.3,0,38,-78.17,308.99,0,38,307.53,0,2-methylfuran
182,"2-methyl-1,3-oxazole",C4H5NO,0,1,23012-10-4,10431009,12547675,"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3",ZCHCHJQEWYIJDQ-UHFFFAOYSA-N,,,,-66.41,,,,306.14,0,2-methyloxazole
183,2-methylphenol,C7H8O,0,1,95-48-7,13835772,335,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",QWVGKYWNOKOFNN-UHFFFAOYSA-N,-128.57,0,22,-127.4,352.59,0,22,344.06,0,2-methylphenol
184,2-methylpropanenitrile,C4H7N,0,1,78-82-0,6311,6559,"InChI=1S/C4H7N/c1-4(2)3-5/h4H,1-2H3",LRDFRRGEGBBSRN-UHFFFAOYSA-N,24.1,0,38,27.24,313.53,0,38,313.74,0,2-methylpropanenitrile
185,2-methylpropanoic acid,C4H8O2,0,1,79-31-2,6341,6590,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",KQNPFQTWMSNSAP-UHFFFAOYSA-N,-484.1,0,22,-477.7,341.2,0,22,345.77,1,2-methylpropanoic-acid
186,2-methylprop-2-enal,C4H6O,0,1,78-85-3,6314,6562,"InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3",STNJBCKSHOAVAJ-UHFFFAOYSA-N,-113,0,22,-93.71,332,0,22,313.04,1,2-methylpropenal
187,2-methylpyridine,C6H7N,0,1,109-06-8,13839199,7975,"InChI=1S/C6H7N/c1-6-4-2-3-5-7-6/h2-5H,1H3",BSKHPKMHTQYZBB-UHFFFAOYSA-N,98.95,0,22,97.19,325.01,0,22,328.76,0,2-methylpyridine
188,2-methylpyrimidine,C5H6N2,0,1,5053-43-0,71089,78748,"InChI=1S/C5H6N2/c1-5-6-3-2-4-7-5/h2-4H,1H3",LNJMHEJAYSYZKK-UHFFFAOYSA-N,,,,139,,,,333.08,0,2-methylpyrimidine
189,2-methylthiophene,C5H6S,0,1,554-14-3,21168808,11126,"InChI=1S/C5H6S/c1-5-3-2-4-6-5/h2-4H,1H3",XQQBUAPQHNYYRS-UHFFFAOYSA-N,84.35,0,22,77.26,320.6,0,22,321.14,0,2-methylthiophene
191,2-nitropropane,C3H7NO2,0,1,79-46-9,387,398,"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",FGLBSLMDCBOPQK-UHFFFAOYSA-N,-139,0,22,-145.33,344.3,0,22,342.94,0,2-nitropropane
192,(2R)-octan-2-ol,C8H18O,0,1,113301-47-6,72330,80080,"InChI=1S/C8H18O/c1-3-4-5-6-7-8(2)9/h8-9H,3-7H2,1-2H3/t8-/m1/s1",SJWFXCIHNDVPSH-MRVPVSSYSA-N,-376.2,0,22,-379.42,513.2,0,22,456.59,5,2-octanol
193,octan-2-one,C8H16O,0,1,111-13-7,7802,8093,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,-321.6,0,22,-323,496.2,0,22,464.56,5,2-octanone
194,oxetan-2-one,C3H4O2,0,1,57-57-8,2275,2365,InChI=1S/C3H4O2/c4-3-1-2-5-3/h1-2H2,VEZXCJBBBCKRPI-UHFFFAOYSA-N,-282.9,0,22,-284.28,286.14,0,22,284.67,0,2-oxetanone
195,pentan-2-one,C5H10O,0,1,107-87-9,7607,7895,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",XNLICIUVMPYHGG-UHFFFAOYSA-N,-259.2,0,22,-258.74,378.6,0,22,368.8,2,2-pentanone
196,propane-2-thiol,C3H8S,0,1,75-33-2,6124,6364,"InChI=1S/C3H8S/c1-3(2)4/h3-4H,1-2H3",KJRCEJOSASVSRA-UHFFFAOYSA-N,-75.9,0,22,-78.08,324.3,0,22,312.98,0,2-propanethiol
197,propan-2-ol,C3H8O,0,1,67-63-0,3644,3776,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",KFZMGEQAYNKOFK-UHFFFAOYSA-N,-272.1,0,22,-272.74,317.5,0,22,298.34,0,2-propanol
198,prop-2-enenitrile,C3H3N,0,1,107-13-1,7567,7855,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",NLHHRLWOUZZQLW-UHFFFAOYSA-N,180.75,1.67,24,185.19,273.83,0,38,272.4,0,2-propenenitrile
199,prop-2-ynal,C3H2O,0,1,624-67-9,11721,12222,"InChI=1S/C3H2O/c1-2-3-4/h1,3H",IJNJLGFTSIAHEA-UHFFFAOYSA-N,,,,130.86,,,,274.07,0,prop-2-ynal
200,pyridine-2-carbonitrile,C6H4N2,0,1,100-70-9,7241,7522,InChI=1S/C6H4N2/c7-5-6-3-1-2-4-8-6/h1-4H,FFNVQNRYTPFDDP-UHFFFAOYSA-N,,,,279.04,,,,326.73,0,2-pyridinecarbonitrile
201,pyridine-2-carbaldehyde,C6H5NO,0,1,1121-60-4,13635,14273,InChI=1S/C6H5NO/c8-5-6-3-1-2-4-7-6/h1-5H,CSDSSGBPEUDDEE-UHFFFAOYSA-N,,,,15.91,,,,330.96,1,2-pyridinecarboxaldehyde
202,"(2R)-1,2-dichloro-1,1,2,3,3,3-hexafluoropropane",C3Cl2F6,0,1,42560-98-5,55137,,"InChI=1S/C3Cl2F6/c4-1(6,2(5,7)8)3(9,10)11",,,,,-1355.69,,,,426.73,2,2R-12-dichloro-112333-hexafluoropropane
203,"(2S)-1,2-dichloro-1,1,2,3,3,3-hexafluoropropane",C3Cl2F6,0,1,661-97-2,21427901,,"InChI=1S/C3Cl2F6/c4-1(6,2(5,7)8)3(9,10)11/t1-/m0/s1",,,,,-1354.7,,,,428.75,2,2S-12-dichloro-112333-hexafluoropropane
204,thiophene-2-carbonitrile,C5H3NS,0,1,1003-31-2,59476,66087,InChI=1S/C5H3NS/c6-4-5-2-1-3-7-5/h1-3H,CUPOOAWTRIURFT-UHFFFAOYSA-N,,,,246.6,,,,323.63,0,2-thiophene-carbonitrile
205,2-ethenylfuran,C6H6O,0,1,1487-18-9,66515,73881,"InChI=1S/C6H6O/c1-2-6-4-3-5-7-6/h2-5H,1H2",QQBUHYQVKJQAOB-UHFFFAOYSA-N,27.8,0,19,16.93,,,,321.53,1,2-vinylfuran
206,"3,3,3-trifluoroprop-1-yne",C3HF3,0,1,661-54-1,62782,69578,"InChI=1S/C3HF3/c1-2-3(4,5)6/h1H",PRDFNJUWGIQQBW-UHFFFAOYSA-N,,,,-422.52,,,,302.08,0,333-trifluoro-1-propyne
207,"3,3,3-trifluoroprop-1-ene",C3H3F3,0,1,677-21-4,12151,12672,"InChI=1S/C3H3F3/c1-2-3(4,5)6/h2H,1H2",FDMFUZHCIRHGRG-UHFFFAOYSA-N,-614.2,0,22,-627.53,,,,316.63,0,333-trifluoropropene
208,"3,3-difluorocyclopropene",C3H2F2,0,1,56830-75-2,10326662,23234305,InChI=1S/C3H2F2/c4-3(5)1-2-3/h1-2H,XPQHBPQNFWBFNK-UHFFFAOYSA-N,,,,-148.59,,,,283.7,0,33-difluorocyclopropene
209,"3,3-dimethylbut-1-yne",C6H10,0,1,917-92-0,12924,13512,"InChI=1S/C6H10/c1-5-6(2,3)4/h1H,2-4H3",PPWNCLVNXGCGAF-UHFFFAOYSA-N,103,0,38,105.74,335.67,0,38,343.71,1,33-dimethyl-1-butyne
210,"3,3-dimethylcyclopropene",C5H8,0,1,3907-06-0,121718,138076,"InChI=1S/C5H8/c1-5(2)3-4-5/h3-4H,1-2H3",ZHYHTHWCDOOOJU-UHFFFAOYSA-N,,,,218.81,,,,309.96,0,33-dimethylcyclopropene
211,"1,2-dichloro-4-methylbenzene",C7H6Cl2,0,1,95-75-0,21106517,7256,"InChI=1S/C7H6Cl2/c1-5-2-3-6(8)7(9)4-5/h2-4H,1H3",WYUIWKFIFOJVKW-UHFFFAOYSA-N,-0.3,0,38,-9.04,382.85,8,38,400.55,0,34-dichlorotoluene
212,"3,4-dihydro-2H-pyran",C5H8O,0,1,110-87-2,7789,8080,"InChI=1S/C5H8O/c1-2-4-6-5-3-1/h2,4H,1,3,5H2",BUDQDWGNQVEFAC-UHFFFAOYSA-N,,,,-116.98,,,,304.85,0,34-dihydro-2H-pyran
213,"3,4-dimethylphenol",C8H10O,0,1,95-65-8,13839105,7249,"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",YCOXTKKNXUZSKD-UHFFFAOYSA-N,-156.56,0,22,-157.96,391.16,0,22,375.98,0,34-xylenol
