Receptor,PathFeatures
1.0,"['866333011011', '666333111112', '666334112121', '666344122211', '668444220110', '686444203101', '866444033011', '666444333111', '666444333111', '668443330110', '686433300100', '868333000000']"
5.0,"['866444001001', '668444011011', '686444111111', '867443110110']"
2.0,"['866444000000', '666444001001', '668444011011', '686444111111', '867443110110', '676433102101', '766333022011', '667333220110', '676334203101', '768344033011', '686444333111', '866444330110', '666444300100', '668444000000']"
2.0,"['866443010010', '666434100100', '668343000000', '686433000000', '866334000000', '666344000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022011', '666333222111', '666333222111', '668333220110']"
2.0,"['866443000000', '666433000000', '666334000000', '666344001001', '666444011011', '666443111111', '666433111111', '666334110110', '668344100100']"
1.0,"['766443000000', '667433001001', '676334011011', '766344111111', '666444111111', '666443110110', '667433100100', '676334000000', '766343000000', '668433000000']"
2.0,"['866444011011', '668444110110', '686444102101', '866444022011', '666444222111', '666444222111', '668444220110', '686444203101', '866444033011', '666444333111', '666444333111', '668444330110']"
2.0,"['866444001001', '666444011011', '668444110110', '686444102101', '866444022011', '666444222111', '666444222111', '668444220110']"
2.0,"['866444011011', '666444111111', '668444110110', '686444102101', '866444022011', '666444222111', '666444222111', '668444220110', '686444203101', '866444033011', '668444330110']"
3.0,"['866444000000', '667444000000', '676444001001', '766444011012', '668444111122']"
1.0,"['866444000000', '666444000000', '667443000000', '676433000000', '766333000000', '667333000000', '676333001001', '766333011011', '666333110110', '668333100100']"
2.0,"['866333011011', '666333111111', '666333111111', '666333110110', '666333100100', '666333002001', '666333022011', '666333222111', '666333222111', '666334223111', '666344233111', '666443330110', '666433304101', '666333044011', '668333440110']"
3.0,"['866444011021', '666444111211', '668444110110', '686444102101', '868444022011', '686444222111', '866444222111', '668444220110']"
1.0,"['866444011011', '668444110110', '686444102101', '866444022011', '668444222111', '686444222111', '868444220110', '686444203101', '866444033011', '666444333112', '666444333122', '666443330220', '668433300200']"
4.0,"['866444011011', '666444111112', '666444110120', '666444100200', '666443002001', '666433022011', '667333222111']"
2.0,"['866444011012', '666444112122', '666444122222', '667444223221', '676444233212', '766443334122', '666433344221', '666333444211', '666333444111', '666334440110', '666344400100', '666443005001', '666433055011', '666333550110', '666333500100', '666333006001', '666333066011', '666333666111', '668333660110']"
2.0,"['866333011011', '666333111111', '668333110110', '686333102101', '866333022012', '666333222122', '668333223221', '686333233212', '866333334121', '666333345211', '666333455112', '668333556121', '686333566212', '866333667121', '668333670210']"
5.0,"['866333011011', '668333110110', '686334100100', '866344000000', '666444000000', '667444000000']"
3.0,"['7166443001001', '1666433011011', '666333111111', '666333111111', '666334110110', '667343100100', '676433000000', '766334000000', '667343002001', '676433022011', '766334222111', '666343222112', '666433223121', '666333233211', '668333330110']"
3.0,"['7166443001001', '1666433011011', '666333111111', '666333111111', '666334110110', '667343100100', '676433000000', '766334000000', '667343002001', '676433022011', '766333222111', '666333222112', '666333223121', '666333233211', '668333330110']"
3.0,"['866444001001', '666444011011', '666444111111', '668443110110']"
3.0,"['866444001001', '666444011011', '666444111111', '668443110110', '686433102101', '866333022011', '668333220110']"
5.0,"['866444001001', '666444011013', '666444111132', '666444111322', '666444112221', '667443120210']"
0.0,"['866444011011', '668444110110', '686444102101', '866444022011', '666444222112', '666444222122', '666444223222', '666444233222', '666444333222', '666444333222', '666444334221', '666443345211', '666433455111', '666333555111', '668333550110']"
2.0,"['866333011011', '666333111111', '666333112111', '666333122111', '668333220110', '686334203101', '866344033011', '666444333111', '666444330110', '668444300100', '686444004001', '866444044011', '666444444111', '666444444111', '668444440110']"
4.0,"['866444011011', '666444110110', '666444100100', '666444000000', '666444000000', '666444000000', '666444002001', '666444022011', '667444222111']"
3.0,"['866334011012', '666344112123', '666444122231', '668443222311']"
3.0,"['866333011012', '668333112121', '686333122212', '866333223121', '666333234211', '666333344111', '666333444111', '666333444111', '668333440110', '686334400100', '866344000000', '666443005001', '666433055011', '666333555111', '666333555111', '668333550110']"
1.0,"['866443011012', '666433112122', '668333122221', '686333222212', '866333223121', '666333230210', '668333300100']"
1.0,"['866444011011', '666444111111', '666444111112', '666444112122', '666444122222', '666444222222', '666444222222', '666444223221', '666444230210', '666444300100', '666444000000', '666443000000', '667433000000', '676333004001', '7616333044011', '6166333444111', '1666333440110', '668333400100']"
1.0,"['866444011012', '666444112122', '666444122222', '666444222221', '666444220210', '666444200100', '666444000000', '666443000000', '667433000000', '676333003001', '7616333033011', '6166333333111', '1666333330110', '668333300100']"
0.0,"['866444011022', '668443111221', '686433111211', '868333110110']"
1.0,"['886444000000', '866443000000', '666433000000', '666334000000', '666344001001', '666444011011', '666443110110', '666433100100', '668333000000', '686333000000', '868333000000']"
4.0,"['766334111111', '666344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766343002001', '667433022011']"
4.0,"['766334111111', '666344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766343002001', '667433022011', '677333222111']"
1.0,"['866444001002', '666444011021', '666444111211', '668443110110', '686433100100', '868333000000']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666443002001', '666433022011', '666333222111', '668333220110', '686334200100', '868344000000']"
3.0,"['766333111111', '666334110110', '666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666444200100', '666443000000', '667433000000', '676334000000', '766344000000', '666443003001', '666433033011', '666333333111', '666333333111', '668333330110']"
1.0,"['766333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '667443002001', '676433022011', '766333222111', '666333220110', '668333200100']"
1.0,"['766444112121', '666444123211', '667443233111', '676433330110', '768333300100']"
2.0,"['866333011011', '666333111112', '668333112121', '686333122211', '866333222111', '668333220110', '686334203101', '868344033011', '686444333111', '866444330110', '668443300100', '686433000000', '866333004001', '666333044011', '666334444111', '666344444111', '666444440110', '668444400100']"
0.0,"['766333011011', '666334111111', '666344112111', '666444120110', '666444200100', '666444000000', '666444000000', '666444003002', '666443033021', '668433330210']"
2.0,"['866444011011', '667443110110', '676433102101', '766333022011', '667333220110', '676334203101', '768344033011', '686444333111', '866444330110', '666444300100', '668444000000']"
1.0,"['866444001001', '667444011011', '676444111111', '766444110110', '666444100100', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000']"
2.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444002001', '667444022011', '676444222111', '766444220110', '668444200100']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444002001', '667444022011', '676444222111', '766444220110', '668444200100']"
2.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444100100', '866444000000', '666444000000', '668443000000', '686433000000', '866333000000', '666333000000', '666333002001', '666333022011', '666333222111', '666333222111', '668333220110']"
2.0,"['866444011011', '666444111111', '668443110110', '686433102101', '866333022011', '666333223111', '666333233111', '666333333111', '666334330110', '666344300100', '666443000000', '668433000000', '686334000000', '866344000000', '666444000000', '668444000000']"
4.0,"['866444000000', '666444000000', '666444000000', '666444000000', '666444001001', '666444011011', '667444111111']"
0.0,"['866444000000', '666444001001', '666442011011', '666422111111', '666224111111', '666244110110', '666444100100', '666444000000', '666444000000', '666444000000', '666444002001', '666444022011', '667444222111', '676444222112', '766444223121', '666443233211', '668433330110']"
2.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444102101', '866444022011', '666444222112', '668444220120']"
1.0,"['866444011011', '668444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333112', '666333333122', '666333334221', '666334340210', '667344405101', '676444055011', '766443550110', '668433500100']"
2.0,"['866333011011', '666333112111', '666333122111', '668333220110', '686334203101', '868344033011', '686444333111', '866444330110', '668444300100', '686444004001', '866444044011', '668444440110']"
