FunctionalGroup,PathFeature
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868444220110', '686444203101', '866444033011', '668443330110', '686433304101']"
8,"['667343111211', '676433110110', '766334102101', '666344022011', '666444222111', '667444222111', '676444223111', '766443233112']"
5,"['666333100100', '666333000000', '668333000000', '686334002001', '868344022011', '686444222111', '866444220110', '668443200100', '686433000000', '866333000000', '666333000000', '666333003001']"
9,"['667343100100', '676433000000', '766334000000', '667343000000', '676433000000', '766334002001', '666344022011', '666443222112', '666433223122']"
4,"['666334100100', '668343000000', '686433002001', '866333022011', '666333222112', '666333223121', '666333234211']"
8,"['666344112221', '667443122211', '676433220110', '766334200100', '666344000000', '666444003001', '666444033011', '666443333112']"
6,"['676333110210', '766334100100', '668343000000', '686433002001', '866333022011', '666333222112', '666333223121', '666333234211']"
6,"['666333122112', '666333223121', '666333233211', '668333330110', '686334300100', '866343000000', '667433004001', '676333044012', '767333445121', '676333455212']"
7,"['667343122112', '676434222122', '766343223221', '667433233211', '676334330110', '766344300100', '666443004001', '666433044012']"
4,"['666334100100', '667343000000', '676433000000', '766334000000', '668343000000', '686433002001', '866333022012']"
9,"['666334110210', '666343100100', '667433000000', '676334000000', '766344000000', '666443002001']"
6,"['668333110210', '686334100100', '866344000000', '666444000000', '666443000000', '666433000000', '666333002001']"
9,"['676333100100', '766334000000', '666344000000', '667443002001', '676434022012', '766343223122']"
9,"['676333100100', '766334000000', '667344000000', '676444000000', '766444000000', '666444002001', '666444022011', '666444220110', '666443203101']"
7,"['667343122112', '676433223121', '766334233212', '666344334121', '666443340210', '667433400100', '676334000000', '766344000000', '666444000000', '666443005001']"
6,"['686334100100', '866343002001', '666433022011', '666333222111', '666333220110', '667333200100', '677333000000', '776333000000', '766334000000', '667344000000', '676444000000', '766444000000', '666444000000', '666444000000', '666444000000', '666443003001']"
9,"['667343100100', '676433000000', '766333000000', '667333000000', '676333002001', '766333022011', '666333220110', '667333200100', '676334000000', '766344000000', '666443003001', '666433033012']"
5,"['666344100100', '668443000000', '686433000000', '866333000000', '666333000000', '666333002001', '666333022011', '666333220110', '666333200100', '666333003001']"
7,"['666343111211', '667433111111', '676334110110', '766343100100', '667433000000', '676334000000', '766344002001', '666443023011']"
5,"['668333100100', '686334000000', '866344002001', '666444022012', '666444223121', '668443230210', '686433300100', '866333000000', '666333000000', '666333004001']"
9,"['676333122111', '767333220110', '676333200100', '766334000000', '666344000000', '666443003001', '666433033011', '666333333112']"
9,"['667343110210', '676433100100', '766334000000', '666344000000', '666444000000', '666443002001', '666433022012']"
5,"['668333100100', '686334000000', '866343002001', '666433022011', '666334223111', '668344233111', '686444333111', '866444330110', '668443300100', '686433004001']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '866443223111', '666433233112']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '866443223111']"
5,"['668333100100', '686334002001', '866344022012', '668443223121', '686433233211', '866333333112', '666333333123']"
5,"['668333111211', '686334111112', '866344112121', '668443120210', '686433200100', '866333003001']"
6,"['668344110210', '686444102101', '866443022012']"
6,"['686334102102', '866344022023', '668443223231', '686433233311', '866334330110', '666343304101']"
9,"['676333100100', '766334000000', '667343002001', '676433022012']"
7,"['667343102101', '676433022011', '766334222111', '666344220110', '666443203101', '666433033012']"
7,"['667333111211', '676334110110', '766344100100', '666444000000', '666443002001', '666433022012']"
6,"['666343111322', '666433112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666443003001', '666433033012']"
4,"['666334100100', '667343000000', '676433000000', '766333002001']"
9,"['766344100100', '666443000000', '667433000000', '676334000000', '766343002001']"
5,"['666333100100', '666333000000', '668333000000', '686333002001', '866333022011', '666333223111']"
6,"['686333102101', '866333022011', '666333222111', '668333220110', '686334200100', '866344000000', '668444000000', '686444000000', '866444000000', '667444000000', '676444000000', '766444000000', '666444000000', '666444000000', '666444000000', '666443003001']"
7,"['667333111211', '676334110110', '766344100100', '666444000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001']"
7,"['667333111211', '676334111111', '766344110110', '666444100100', '666443000000', '667433002001', '676334022011', '766344222111', '667444222111', '676444220110', '766443203101']"
8,"['666333111211', '666333110110', '667333102101', '676334022011', '766344222111', '667444222111', '676444220110', '766443200100', '666433000000', '666333003001']"
8,"['667333102101', '676334022011', '766344222111', '667444222111', '676444220110', '766443200100', '666433000000', '666333003001']"
8,"['676333111211', '766333110110', '667333102101', '676334022011', '766344222111', '667444222111', '676444220110', '766443200100', '666433000000', '666333003001']"
5,"['668333100100', '686334002001', '866344022011', '668444222111', '686444222111', '866444220110', '668443200100', '686433000000', '866333000000', '666333000000', '666333003001']"
6,"['668333112221', '686334122211', '866344220110', '666444203101', '667443033011', '676433333112', '766333334122']"
6,"['668344100100', '686444000000', '866443002001', '666433022012']"
6,"['686334100100', '866344000000', '667443000000', '676433000000', '766334000000', '666343002001', '666433022011', '666333222112']"
6,"['766333111222', '666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443003001']"
8,"['667343111211', '676433110110', '766334100100', '667343000000', '676433000000', '766334000000', '667343002001']"
6,"['668333110210', '686334100100', '866344000000', '668444000000', '686444000000', '866444000000', '666444000000', '668443000000', '686433002001', '866333022012']"
4,"['666334102101', '666344022011', '666443223111', '666433233112']"
7,"['666334110210', '666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666443200100', '667433000000', '676333003001']"
9,"['666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666444000000', '667443002001']"
4,"['666334100100', '666344000000', '666444002001', '666443022011', '667433222111', '676333223111']"
9,"['666344100100', '666443000000', '667433000000', '676333002001', '766333022011', '666334220110', '666343203101']"
9,"['666333111211', '666333110110', '667333100100', '676334000000', '766343002001']"
8,"['676333122111', '766333220110', '667333203101', '676334033011', '766343333112']"
7,"['666343111211', '667433111111', '676334110110', '766343100100', '667433000000', '676333002001', '766333022012']"
9,"['666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '666443002001', '666434022011', '666343222112']"
9,"['666334110210', '666343100100', '667433000000', '676334000000', '766344000000', '667443002001', '676433022011', '766333222112']"
9,"['666343120110', '667433200100', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443003001']"
5,"['666343100100', '668433000000', '686333002001', '866333022012', '666333223122']"
9,"['666333111211', '666334110110', '666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001', '667433022012']"
8,"['666344112221', '667443122211', '676433220110', '766334200100', '667344003001', '676444033011', '766443333112']"
7,"['667333111211', '676334110110', '766344100100', '666443002001', '666433022012', '666333223122']"
6,"['766333111222', '666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676333003001', '766333033011', '666333333112']"
6,"['766333111222', '666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676333003001', '766333033011', '666333333112', '666333334122']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868444220110', '686444200100', '866444000000', '666444000000', '666443003001']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333111', '666333334111']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333111', '666333334111', '668333344111', '686333444112']"
5,"['686333100100', '866334000000', '666344000000', '666443000000', '666433002001', '666333022011', '666333222112']"
5,"['666333111211', '668333110110', '686333100100', '866334000000', '666344000000', '666443002001', '666433022011', '666333222111', '666333222111', '668333220110', '686334200100', '866343003001']"
9,"['666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '666444000000', '666444000000', '666444000000', '667443002001', '676433022011', '766333222112']"
